name,country,region,winery,rating,number_of_ratings,price,since,origin_appellation
La Napoleon Beaujolais Villages 2017,France,Beaujolais-Villages,Clotaire Michal,3.8,124,35.00,08/06/2017,true
Vi de Vila Gratallops 2017,Spain,Priorat,Álvaro Palacios,4.3,124,47.95,16/08/2013,true
Shiraz 2017,Australia,McLaren Vale,Jim Jim,3.4,124,11.60,24/11/2014,false
Domaine De Cigalus Red 2018,France,Vin de Pays,Gérard Bertrand,4.1,124,32.75,24/07/2017,true
Reserva Malbec 2017,Argentina,Patagonia,Bodega del Fin del Mundo,3.8,1242,13.69,17/05/2019,false
Haut-Médoc 2012,France,Haut-Médoc,Château Sociando-Mallet,4.0,1243,52.35,05/04/2009,true
Tempranillo 2018,Spain,Rioja,Dinastía Manzanos,3.7,1246,5.43,21/06/2008,true
Primitivo Salento Pilùna 2018,Italy,Salento,Castello Monaci,4.0,1247,6.90,18/10/2005,false
Koonunga Hill Shiraz - Cabernet 2018,Australia,South Australia,Penfolds,3.7,1249,10.60,19/01/2000,true
Adénzia Rosso 2016,Italy,Sicilia,Baglio del Cristo di Campobello,4.0,125,13.40,22/10/2006,false
Chianti Classico 2017,Italy,Chianti Classico,Dievole,3.6,125,16.90,14/07/2017,true
Memorious Pinot Noir 2016,United States,Sta. Rita Hills,Domaine de la Côte,4.0,125,54.00,22/07/2010,true
Batonnage (Red Scorpion) 2016,Austria,Niederösterreich,Scheiblhofer,4.4,125,149.00,10/04/2002,true
l'Equilibre 2016,France,Languedoc-Roussillon,Villa Symposia,3.7,125,8.72,26/03/2003,true
Rouge (Estate Reserve) 2011,South Africa,Stellenbosch,Morgenster Estate,4.2,125,36.50,24/06/2013,false
Alàuda 2015,Italy,Toscana,Ruffino,4.5,125,106.89,02/11/2001,true
Parcela 12 Graciano 2016,Spain,Castilla,Finca Constancia,3.8,125,8.99,22/08/2014,true
Copertino 2016,Italy,Copertino,Doppio Passo,4.1,125,8.77,01/10/2018,true
Le Different de Chateau de Ferrand Saint Emilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Château de Ferrand,4.1,125,21.00,03/09/2010,false
Haut-Médoc 2015,France,Haut-Médoc,Château d'Aurilhac,3.6,125,13.50,19/05/2005,true
Caroso Montepulciano d'Abruzzo Riserva 2015,Italy,Montepulciano d'Abruzzo,Citra,3.9,125,13.55,02/10/2012,true
Ermitage Le Pavillon 2000,France,Hermitage,M. Chapoutier,4.6,125,419.95,01/12/2017,false
Matallana 2010,Spain,Ribera del Duero,Telmo Rodriguez,4.0,125,81.95,17/06/2010,false
Alfredo Dried Grape Shiraz 2016,Australia,South Australia,Nugan,3.8,125,22.59,16/02/2008,false
Rocche di Castiglione Barolo 2011,Italy,Barolo,Brovia,4.2,125,66.45,07/09/2015,true
Toscano Rosso 2016,Italy,Toscana,Famiglia Castellani,4.0,125,5.43,12/02/1999,false
Annonce Saint-Émilion Grand Cru 2014,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.1,125,53.61,22/06/2007,true
Messiio Maremma Toscana 2015,Italy,Maremma Toscana,Fertuna,4.1,125,21.24,05/11/2003,false
Tempranillo 2017,Spain,Castilla,Conde Pinel,3.4,125,4.86,28/07/2018,false
Ventoux Artemia 2015,France,Ventoux,Château Pesquie,4.0,125,32.90,22/09/2019,true
Cabernet Sauvignon 2017,United States,California,Wines from Hahn Estate,3.7,1250,19.20,24/08/2008,false
Bourgogne Pinot Noir 2015,France,Bourgogne,Bouchard Père & Fils,3.5,1252,44.59,16/04/2011,true
Tupungato Passo Doble Malbec - Corvina 2009,Argentina,Tupungato,Masi,3.5,1252,13.69,02/08/2019,false
Reserva de Propiedad 2016,Chile,Maipo Valley,Haras de Pirque,3.5,1253,9.99,03/03/2008,false
Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Léoville Poyferré,4.4,1254,139.95,27/04/2006,true
Bordeaux Supérieur 2015,France,Bordeaux Supérieur,Château Croix Mouton,3.7,1254,14.57,16/03/2007,true
Chianti Classico 2015,Italy,Chianti Classico,Tenuta Perano,3.8,1255,16.08,13/04/2017,true
Alandra Tinto 2018,Portugal,Alentejo,Esporão,3.3,1258,4.75,04/04/2015,true
Gran Sangre de Toro Reserva 2015,Spain,Catalunya,Torres,3.7,1258,9.90,25/11/2005,false
Rubesco Rosso di Torgiano 2013,Italy,Torgiano,Lungarotti,3.5,1259,11.65,28/06/2002,true
Reserve Cabernet Sauvignon 2014,South Africa,Stellenbosch,Anura,3.9,126,16.60,15/02/2002,false
Les Terroirs Vieux Carignan 2017,France,Hérault,Calmel & Joseph,3.7,126,9.90,19/07/2004,false
Chianti Superiore 2018,Italy,Chianti,Castello del Trebbio,3.8,126,13.33,11/06/2016,true
Casalferro Toscana 2016,Italy,Toscana,Ricasoli,4.0,126,39.90,29/09/2006,false
Barbera d'Alba Trevigne 2009,Italy,Barbera d'Alba,Domenico Clerico,3.7,126,16.39,25/04/2012,true
Pelagrilli Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Siro Pacenti,4.2,126,51.90,24/12/2009,true
50 & 50 2014,Italy,Toscana,Capannelle,4.3,126,95.70,03/06/1999,false
Wiener Trilogie 2016,Austria,Wien,Wieninger,3.7,126,12.87,24/09/2012,false
Gattinara Tre Vigne 2014,Italy,Gattinara,Travaglini,4.1,126,38.70,26/09/2010,true
Ocra Bolgheri Rosso 2017,Italy,Bolgheri,Tenute Guicciardini Strozzi,3.9,126,21.95,09/04/2016,false
Message in a Bottle Rosso 2018,Italy,Toscana,Tenuta Il Palagio,3.7,126,14.55,11/09/2002,true
Bricco Dei Merli Barbera d'Alba 2015,Italy,Barbera d'Alba,Elvio Cogno,3.8,126,13.95,27/03/2013,true
Lacrima di Morro d'Alba 2018,Italy,Lacrima di Morro d'Alba,Conti di Buscareto,3.4,126,7.58,17/11/2005,true
Coevo Toscana 2013,Italy,Toscana,Cecchi,4.2,126,59.02,02/02/2006,true
Amarone della Valpolicella Case Vecie 2013,Italy,Amarone della Valpolicella Classico,Brigaldara,4.0,126,36.75,22/01/2009,false
Syrah Sicilia 2018,Italy,Sicilia,Feudo Arancio,3.8,126,6.75,07/04/2017,true
Cabernet Sauvignon 2017,Australia,Riverina,Richland,3.5,126,9.78,08/09/2007,false
Collezione di Famiglia Syrah Terre Siciliane 2018,Italy,Terre Siciliane,Barone Montalto,4.1,126,8.32,09/10/2017,true
Tre 2017,Italy,Toscana,Brancaia,3.6,126,11.50,07/11/2014,false
Haut-Médoc 2010,France,Haut-Médoc,Château Sénéjac,3.7,1262,35.95,21/01/2004,false
Saint-Julien (Grand Cru Classé) 2011,France,Saint-Julien,Château Léoville Poyferré,4.2,1264,109.00,26/04/2017,false
Plumbago Nero d'Avola Sicilia 2017,Italy,Sicilia,Planeta,3.7,1264,10.50,15/03/2006,false
Chianti Classico Vigneto Gran Selezione San Lorenzo 2013,Italy,Chianti Classico,Castello di Ama,3.9,1265,31.53,14/08/2018,false
Foradori - Teroldego 2015,Italy,Vigneti delle Dolomiti,Foradori,3.8,1269,19.50,19/10/2002,true
Haut-Médoc 2015,France,Haut-Médoc,Château Arnauld,4.1,127,43.39,11/12/2008,false
Réserve Royale Saperavi 2015,Georgia,Kakheti,Mukhrani,4.4,127,32.90,09/09/2004,false
Tinto Reserva 2016,Portugal,Dão,Fonte do Ouro,4.0,127,11.75,29/01/2012,true
Petit Albet Penedès Rouge 2018,Spain,Penedès,Albet i Noya,3.2,127,7.95,01/09/2003,false
Camelot 2014,Italy,Terre Siciliane,Firriato,4.1,127,29.99,24/02/2012,true
Kaleidoscope 2018,South Africa,Stellenbosch,Kaapzicht,3.3,127,7.90,13/11/2011,false
Syrah 2015,South Africa,Cape Agulhas,Lands End,3.6,127,9.90,31/08/2017,false
Edición Limitada M 2016,Chile,Colchagua Valley,Caliterra,4.1,127,14.57,02/01/2002,false
Kennedy Grenache - Shiraz - Mourvedre 2017,Australia,Barossa Valley,Sons of Eden,3.9,127,26.81,27/04/2005,true
Collio Cabernet Sauvignon 2017,Italy,Collio,Marco Felluga,3.7,127,15.99,16/12/2005,false
Envero Carmenère Gran Reserva 2017,Chile,Colchagua Valley,Apaltagua,3.8,1270,14.50,07/08/2002,true
Casamatta Toscana Rosso 2016,Italy,Toscana,Bibi Graetz,3.5,1270,8.14,25/06/2013,false
Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Fanti,4.2,1270,30.71,20/07/2003,true
Saint-Estèphe (Grand Cru Classé) 2010,France,Saint-Estèphe,Château Lafon-Rochet,4.1,1272,55.00,29/01/2018,true
The Butcher Cuvée 2017,Austria,Neusiedlersee,Schwarz,3.8,1273,25.50,07/02/2009,true
Saint-Estèphe 2009,France,Saint-Estèphe,Château Haut-Marbuzet,4.3,1274,62.39,13/05/2000,true
The Banished Dark Red 2018,Australia,South Eastern Australia,19 Crimes,4.0,1274,11.49,01/01/2017,true
Rosso di Montepulciano 2015,Italy,Rosso di Montepulciano,Poliziano,3.7,1274,9.95,03/06/2017,true
Nero d'Avola Terre Siciliane 2017,Italy,Terre Siciliane,Tenuta Rapitalà,3.4,1275,6.75,11/02/2011,false
Cabernet Sauvignon 2016,Chile,Aconcagua Valley,Arboleda,3.9,1275,15.50,18/02/1999,true
Crianza Rioja 2015,Spain,Rioja,Ramón Bilbao,3.8,12778,8.95,01/12/2014,true
Primitivo 2018,Italy,Puglia,Terre di Montelusa,3.8,128,4.90,27/09/2012,true
Reserva Merlot 2016,Chile,Maipo Valley,Santa Rita,3.3,128,9.65,16/07/2009,true
Bricco della Bigotta Barbera d'Asti 2013,Italy,Barbera d'Asti,Braida,4.2,128,45.00,08/06/2000,false
Cantus Primus Cabernet Sauvignon 2015,Romania,Dealu Mare,Vitis Metamorfosis,3.8,128,18.90,09/10/2001,false
Sassorosso Grumello Valtellina Superiore 2016,Italy,Valtellina Superiore,Nino Negri,3.8,128,16.51,25/06/2006,true
Agneau Rouge Bordeaux 2018,France,Bordeaux,Baron Philippe de Rothschild,3.5,128,6.05,02/03/2005,false
Selkirk Shiraz 2016,Australia,Langhorne Creek,Bremerton,3.9,128,18.03,07/07/2001,false
Finca San Martín Crianza 2016,Spain,Rioja,La Rioja Alta,3.6,128,10.91,24/04/2005,false
Edición Limitada A 2016,Chile,Colchagua Valley,Caliterra,4.1,128,16.50,26/06/2006,true
Crianza 2014,Spain,Toro,Muruve,3.6,128,10.93,31/03/2017,true
Chianti 2015,Italy,Chianti,Principe Strozzi,3.4,128,17.40,20/10/2015,true
Chianti 2018,Italy,Chianti,Castello di Gabbiano,3.5,128,8.25,23/04/2001,false
Spätburgunder 2017,Germany,Pfalz,Rings,3.6,128,11.50,15/08/2013,true
Prados Fusión Garnacha - Syrah 2018,Spain,Campo de Borja,Pagos del Moncayo,3.7,128,9.49,13/06/2000,false
Estate Red (Cabernet Sauvignon - Shiraz) 2016,South Africa,Stellenbosch,Kaapzicht,3.9,128,10.45,10/01/2007,false
Barrel Selection Merlot 2017,Argentina,Uco Valley,Salentein,4.0,128,13.43,02/10/2017,false
Tempranillo 2018,Spain,Castilla y León,Venta Morales,3.5,128,7.40,17/10/2005,false
Pinot Nero 2017,Italy,Südtirol - Alto Adige,Castel Sallegg,3.5,128,13.95,21/12/2009,false
Dedicato Tannat 2013,Brazil,Serra Gaúcha,Monte Paschoal,3.9,128,15.55,12/04/2004,true
Tortoniano Barolo 2006,Italy,Barolo,Michele Chiarlo,3.9,128,29.19,22/01/2003,true
Iirrésistible Côtes de Provence 2015,France,Côtes de Provence,Domaine de la Croix,3.8,128,29.00,18/10/2011,false
Diamond Collection/Selection Shiraz 2019,Australia,South Eastern Australia,Rosemount,3.7,128,5.95,14/08/2014,false
Malleolus 2017,Spain,Ribera del Duero,Emilio Moro,4.3,1281,27.05,07/11/2011,false
No Name 2015,Italy,Piemonte,Borgogno,4.0,1285,25.55,24/11/2000,false
Blacksmith Cabernet Sauvignon 2017,Australia,Barossa,Langmeil,3.9,129,16.90,28/10/2002,true
Ocho y Medio Malbec 2018,Spain,La Mancha,Finca La Estacada,3.6,129,5.49,17/11/2005,true
Riscal Roble Tempranillo 2013,Spain,Castilla y León,Marqués de Riscal,3.4,129,6.39,23/10/2007,true
Pannobile Red 2015,Austria,Burgenland,Paul Achs,3.8,129,29.90,25/02/2018,true
Terra d'Eclano Aglianico Irpinia 2013,Italy,Irpinia,Quintodecimo,4.2,129,43.65,19/01/1999,false
Unico 2010,Spain,Ribera del Duero,Vega Sicilia,4.7,129,320.00,30/05/2012,false
Allnatt Rouge Souplesse 2018,France,Languedoc,Paul Mas,3.8,129,7.49,29/07/2016,false
Due Rosso 2017,Italy,Veneto,Giannitessari,4.0,129,9.50,25/12/2011,false
Saint-Émilion Grand Cru 2011,France,Saint-Émilion Grand Cru,Château Guinot,3.4,129,15.90,18/11/2006,false
Graves 2016,France,Graves,Château Haura,3.5,129,17.95,06/12/2002,false
Le Stanze Toscana 2011,Italy,Toscana,Poliziano,4.1,129,33.95,09/06/2008,true
Carmignano Riserva Trefiano 2012,Italy,Carmignano,Capezzana,4.0,129,34.58,12/05/2013,true
Pessac-Léognan (Grand Cru Classé de Graves) 2013,France,Pessac-Léognan,Château La Mission Haut-Brion,4.3,129,261.25,22/12/2012,false
Bordeaux Supérieur 2011,France,Bordeaux Supérieur,Château Lafite Monteil,3.5,129,9.95,09/05/2001,false
Coto Real Reserva 2005,Spain,Rioja,El Coto,3.8,129,29.19,28/07/2009,false
Liala Negroamaro 2018,Italy,Salento,Masseria Borgo dei Trulli,4.3,129,19.95,15/05/2012,false
Syrah 2017,South Africa,Franschhoek,La Motte Wine Estate,3.9,129,16.95,30/01/2019,false
Fetească Neagră 2017,Romania,Dealu Mare,Vitis Metamorfosis,3.8,129,7.50,09/06/2013,true
Conde de Valdemar Tempranillo 2018,Spain,Rioja,Bodegas Valdemar,3.5,129,5.99,24/03/2003,false
Lou Coucardié Rouge 2014,France,Costières-de-Nîmes,Michel Gassier,4.0,129,24.09,09/10/2006,true
Zweigelt 2016,Austria,Niederösterreich,Weingut Bründlmayer,3.5,129,10.95,29/03/2015,true
Cabernet Sauvignon 2016,South Africa,Stellenbosch,Neil Ellis,3.8,129,12.90,25/06/2002,false
Pinotage 2014,South Africa,Stellenbosch,Welmoed,3.2,129,8.32,31/08/2019,false
Campogiovanni Brunello di Montalcino 2012,Italy,Brunello di Montalcino,San Felice,4.2,1293,33.85,24/12/2014,true
Barolo 2014,Italy,Barolo,Borgogno,3.9,1295,50.85,16/02/1999,false
V Reserva 2014,Spain,Rioja,Bodegas Faustino,3.7,1296,9.70,19/01/2010,true
Chianti 2017,Italy,Chianti,Ricasoli,3.5,1297,7.85,25/10/2004,true
Terra Romana Fetească Neagră 2016,Romania,Dealu Mare,Serve,3.5,130,10.50,02/02/2013,true
Foundation Pinotage 2018,South Africa,Coastal Region,Nederburg,3.6,130,5.81,08/12/2015,false
Riserva Ducale Oro Chianti Classico (Gran Selezione Gold) 2015,Italy,Chianti Classico,Ruffino,3.9,130,34.99,06/10/2014,true
Langhe Nebbiolo 2017,Italy,Langhe,La Spinetta,3.9,130,18.03,08/03/2002,true
Cellar Selection Carmenère 2018,Chile,Central Valley,Santa Carolina,3.6,130,5.95,14/04/2012,true
Kallista 2013,South Africa,Stellenbosch,Vriesenhof,4.1,130,29.19,02/02/2006,true
4 Meses Red 2017,Spain,La Mancha,Volver,3.7,130,8.38,21/02/2011,true
Cabernet Sauvignon 2016,South Africa,Coastal Region,Fleur du Cap,3.6,130,12.03,07/04/2009,false
Cabernet Sauvignon (1685 series) 2016,South Africa,Stellenbosch,Boschendal,3.7,130,16.99,04/01/2011,false
Cabernet Sauvignon 2015,United States,Sonoma Valley,Schug,4.0,130,38.94,19/12/1999,false
Amarone della Valpolicella Monte Lodoletta 2012,Italy,Amarone della Valpolicella,Dal Forno Romano,4.7,130,270.63,15/06/1999,true
Clos Baltasar 2015,Spain,Calatayud,San Alejandro,3.9,130,13.54,18/03/2002,false
El Viejo 2017,Spain,Toro,Matsu,4.1,130,28.30,12/09/2006,true
Barolo La Serra 2014,Italy,Barolo,Mauro Molino,4.2,130,48.64,14/11/2009,false
The Montelena Estate Cabernet Sauvignon 2001,United States,Calistoga,Chateau Montelena,4.4,130,153.90,09/04/2017,false
Seven Flags Pinot Noir 2016,South Africa,Elgin,Paul Cluver,4.3,130,56.74,10/08/2007,true
Arborina Barolo 2013,Italy,Barolo,Elio Altare,4.3,130,77.12,03/09/2008,false
Reserva Special Blend 2016,Argentina,Patagonia,Bodega del Fin del Mundo,4.3,1302,35.89,02/01/2005,false
Carmenère Reserva 2017,Chile,Colchagua Valley,Apaltagua,3.6,1303,10.50,15/05/2019,false
Rioja La Vendimia 2017,Spain,Rioja,Palacios Remondo,3.7,1305,8.87,08/07/2000,false
The Footbolt Shiraz 2016,Australia,McLaren Vale,d'Arenberg,3.6,1307,14.09,16/02/2008,false
Bicicleta Cabernet Sauvignon 2017,Chile,Central Valley,Cono Sur,3.5,1308,6.90,28/06/2013,true
Rosso di Montalcino 2017,Italy,Rosso di Montalcino,Gianni Brunelli,4.0,131,35.58,15/07/2019,false
La Cumbre Syrah 2014,Chile,Aconcagua Valley,Errazuriz,4.3,131,57.42,30/11/2014,true
Grand Reserve 2015,South Africa,Stellenbosch,Delheim,4.0,131,25.70,06/12/2006,true
Rosso Piceno 2018,Italy,Rosso Piceno,Azienda Santa Barbara - Stefano Antonucci,3.5,131,7.50,18/12/2001,true
Saint-Joseph Les Capelets 2015,France,Saint-Joseph,Pierre Amadieu,4.0,131,17.45,28/07/2003,false
Brunello Di Montalcino Riserva 2009,Italy,Brunello di Montalcino,Caparzo,4.3,131,48.02,25/12/2015,true
Eight Songs Shiraz 2013,Australia,Barossa,Peter Lehmann,3.8,131,35.09,02/06/2018,false
Villa Cordevigo Rosso 2012,Italy,Rosso Veronese,Villabella,4.3,131,23.91,17/05/2007,true
Les Terroirs Côtes du Roussillon Villages 2015,France,Côtes du Roussillon Villages,Calmel & Joseph,3.7,131,7.75,23/07/2011,true
Pian delle Mole Langhe Nebbiolo 2016,Italy,Langhe,Giulia Negri,3.8,131,15.50,14/04/2010,false
Blauer Spätburgunder Trocken 2016,Germany,Pfalz,Knipser,3.9,131,11.20,17/01/2009,true
Liaison Pinot Noir 2017,Germany,Baden,Enderle & Moll,3.8,131,19.72,07/04/2013,true
Teroldego Rotaliano Vigilius 2015,Italy,Teroldego Rotaliano,De Vescovi Ulzbach,4.1,131,24.27,20/03/2003,false
Evaluna 2016,Italy,Garda,Sansonina,4.0,131,16.44,11/07/2006,true
Clancy's Red Blend 2016,Australia,Barossa,Peter Lehmann,3.5,131,12.12,21/01/2011,false
Syrah Pago Garduña 2014,Spain,Castilla y León,Abadia Retuerta,4.2,131,73.11,18/06/2015,true
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,France,Saint-Émilion Grand Cru,Château Trotte Vieille,4.1,131,70.19,28/07/2002,false
Aquilae Nero d'Avola 2014,Italy,Sicilia,CVA Canicatti,3.6,131,8.60,24/02/2018,true
Sorì Tildìn (Barbaresco) Langhe 2014,Italy,Langhe,Gaja,4.6,131,470.00,15/11/2003,true
Cervidoni Rosso Piceno 2016,Italy,Rosso Piceno,Tenuta di Tavignano,3.8,131,7.70,28/07/2005,true
Château d'Ampuis Côte-Rôtie 2016,France,Côte-Rôtie,E. Guigal,3.9,131,99.00,15/02/2003,true
Single Valley Lot Gran Reserva Syrah 2014,Chile,Colchagua Valley,Valdivieso,3.7,131,14.57,05/01/2002,true
Saperavi - Cabernet 2015,Georgia,Kakheti,Mukhrani,3.9,131,14.90,31/10/2006,false
Châteauneuf-du-Pape 2014,France,Châteauneuf-du-Pape,Château de Beaucastel,4.3,1310,67.26,09/03/2007,true
Douro Tinto 2018,Portugal,Douro,Casal Garcia,3.7,1311,4.89,21/10/2000,false
Pauillac (Grand Cru Classé) 2012,France,Pauillac,Château Lynch-Bages,4.3,1311,106.25,16/05/2000,false
Red Blend N.V.,Chile,Lontue Valley,Caballo Loco,4.4,13136,34.07,17/08/2017,true
Rara Neagra de Purcari 2018,Moldova,South Eastern,Château Purcari,4.1,1314,10.98,23/06/2019,false
Malbec Argentino 2017,Argentina,Mendoza,Catena Zapata,4.6,1314,77.01,15/05/2005,false
Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Gruaud Larose,4.3,1317,94.95,09/02/2002,true
Ebbio Nebbiolo Langhe 2018,Italy,Langhe,Fontanafredda,3.5,1318,14.21,18/06/2019,false
120 Cabernet Sauvignon 2017,Chile,Central Valley,Santa Rita,3.4,1318,7.80,07/10/2017,false
Château Trocard Bordeaux Supérieur 2012,France,Bordeaux Supérieur,Jean-Louis Trocard,3.2,132,9.26,14/10/2007,false
Saint-Émilion Grand Cru 2010,France,Saint-Émilion Grand Cru,Le Dome,4.6,132,399.95,17/03/2015,false
Barolo Riserva Monfortino 2013,Italy,Barolo,Giacomo Conterno,4.8,132,1115.50,29/09/2010,true
Tavkveri 2016,Georgia,Kakheti,Mukhrani,4.1,132,16.90,01/03/2012,true
The Glass Collection Syrah 2014,South Africa,Stellenbosch,Glenelly,3.5,132,11.95,01/02/2012,true
Rouge (Estate Reserve) 2013,South Africa,Stellenbosch,Morgenster Estate,4.1,132,36.50,01/04/2014,true
Primocolle Chianti Classico 2016,Italy,Chianti Classico,Villa Cerna,3.7,132,14.73,08/03/2012,true
Saint-Émilion Grand Cru 2013,France,Saint-Émilion Grand Cru,Château Grand Barrail Lamarzelle Figeac,3.8,132,29.50,19/03/2017,true
Les Crus Terrasses du Larzac 2016,France,Terrasses du Larzac,Calmel & Joseph,3.9,132,12.62,15/11/2002,true
Galantas Gran Reserva Cabernet Franc 2016,Chile,Maipo Valley,Haras de Pirque,3.8,132,28.83,19/04/2006,false
Cabernet Sauvignon 2017,South Africa,Western Cape,Protea,3.3,132,8.95,13/07/2013,false
Preta Cuvée Grande Reserva 2008,Portugal,Alentejano,Fitapreta,4.3,132,35.09,26/11/2013,true
Pinot Fin Bourgogne 2014,France,Bourgogne,Domaine Arnoux-Lachaux,3.6,132,39.69,22/03/2009,true
Musar Jeune Rouge 2016,Lebanon,Bekaa Valley,Château Musar,3.8,1323,10.84,04/05/2007,true
Reserva 2015,Spain,Rioja,Hacienda López de Haro,3.7,1323,9.95,18/02/2008,true
Bolgheri Superiore 2014,Italy,Bolgheri Superiore,Grattamacco,4.1,1325,51.36,24/03/2010,true
Barolo 2015,Italy,Barolo,Elio Altare,4.2,133,62.57,29/01/2015,false
Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Fattoria dei Barbi,4.1,133,32.88,18/09/1999,false
Futures Shiraz 2015,Australia,Barossa,Peter Lehmann,3.8,133,15.03,10/11/2003,true
'Rosso & Bianco' Shiraz 2016,United States,California,Francis Ford Coppola,3.8,133,13.25,27/01/2016,false
Quinta Da Gricha Douro 2009,Portugal,Douro,Churchill's,4.6,133,56.84,06/09/2002,true
Barolo Prapò 2010,Italy,Barolo,Ettore Germano,4.2,133,48.40,04/09/2014,false
Rosso di Montepulciano Prugnolo 2018,Italy,Rosso di Montepulciano,Boscarelli,3.7,133,12.90,23/04/2015,false
Zephyrus Shiraz 2017,Australia,Barossa,Sons of Eden,4.0,133,31.19,13/05/2014,false
Teroldego Rotaliano 2016,Italy,Teroldego Rotaliano,De Vescovi Ulzbach,3.9,133,11.45,04/10/2004,false
Grand Grenache Gigondas 2012,France,Gigondas,Domaine Santa Duc,4.0,133,45.00,29/10/2017,false
12 e Mezzo Negroamaro del Salento 2017,Italy,Salento,Varvaglione,3.8,133,7.31,15/01/2010,false
La Bella Addormentata Terre di Chieti Sangiovese 2018,Italy,Terre di Chieti,Gran Sasso,3.6,133,7.32,06/09/2013,true
Twin Oaks Cabernet Sauvignon 2018,United States,California,Robert Mondavi,3.2,133,7.69,04/02/2007,false
Cuvée du Chaos Fleurie 2018,France,Fleurie,Les Bertrand,4.2,133,22.62,08/07/2019,true
Limited Release Cabernet Sauvignon 2014,United States,Napa Valley,Black Stallion,4.0,133,106.89,19/01/2005,false
Gries Lagrein Riserva 2017,Italy,Südtirol - Alto Adige,Nals Margreid,4.1,133,19.90,24/01/2004,false
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1998,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.1,133,96.85,29/03/1999,false
Cortevecchia Riserva Chianti Classico 2015,Italy,Chianti Classico,Principe Corsini,3.9,133,16.99,24/07/2017,true
Le Redini 2015,Italy,Toscana,Tenuta Degli Dei,4.0,133,20.09,21/05/2000,true
Sangre de Toro Original 2018,Spain,Catalunya,Torres,3.5,1331,6.73,24/06/2017,true
Haut-Médoc 2005,France,Haut-Médoc,Château Sociando-Mallet,4.2,1331,59.95,19/07/2014,false
The Guv’nor 2019,Spain,Valdepeñas,Félix Solís,4.0,1333,6.20,24/08/2003,false
Gran Reserva Rioja (Tempranillo) 2011,Spain,Rioja,Ramón Bilbao,3.9,1334,18.23,31/12/2006,true
Pinot Noir 2014,New Zealand,Marlborough,Brancott Estate,3.6,1335,9.99,21/06/2009,true
Pauillac (Grand Cru Classé) 2000,France,Pauillac,Château Pichon Baron,4.5,1339,309.90,09/07/2018,true
Selected Vines Malbec (Barrancas Vineyards) 2017,Argentina,Mendoza,Pascual Toso,4.0,134,15.16,10/09/2002,true
Terralis Shiraz - Malbec 2015,Argentina,Mendoza,Trivento,3.4,134,6.99,10/04/2012,true
Testamatta Toscana 2016,Italy,Toscana,Bibi Graetz,4.2,134,105.00,08/04/1999,true
Mencia 2014,Spain,Valdeorras,A Portela,3.6,134,11.90,09/04/2005,true
Compleo Cuvée Noire 2018,Switzerland,Zürich,Staatskellerei Zürich,3.9,134,17.06,13/10/2005,false
Pommard 2015,France,Pommard,Bouchard Père & Fils,4.0,134,48.54,13/03/2011,true
Merlot 2017,South Africa,Stellenbosch,Zonnebloem,3.8,134,8.29,12/04/2007,true
Bordeaux Supérieur 2017,France,Bordeaux Supérieur,Château Le Gardera,3.8,134,8.78,02/11/2000,false
Bandol Rouge 2016,France,Bandol,Gros' Noré,4.1,134,31.90,12/06/2000,false
